ID,User_ID,Game_ID,Points,Role,Active
494,5,180,0,ATTACKER,1
495,5,178,0,ATTACKER,1
496,5,179,0,ATTACKER,1
497,6,179,0,DEFENDER,1
498,6,178,0,DEFENDER,1
499,6,180,0,DEFENDER,1
500,3,181,0,ATTACKER,1
501,4,181,0,DEFENDER,1
502,3,182,0,ATTACKER,1
503,103,181,0,OBSERVER,1
504,4,182,0,DEFENDER,1
505,103,182,0,OBSERVER,1
506,3,183,0,ATTACKER,1
507,4,183,0,DEFENDER,1
508,103,183,0,OBSERVER,1
509,5,181,0,ATTACKER,1
510,5,182,0,ATTACKER,1
511,6,181,0,DEFENDER,1
512,6,182,0,DEFENDER,1
513,5,183,0,ATTACKER,1
514,6,183,0,DEFENDER,1
515,3,184,0,ATTACKER,1
516,4,184,0,DEFENDER,1
517,103,184,0,OBSERVER,1
518,5,184,0,ATTACKER,1
519,6,184,0,DEFENDER,1
520,3,185,0,ATTACKER,1
521,4,185,0,DEFENDER,1
522,103,185,0,OBSERVER,1
523,5,185,0,ATTACKER,1
524,6,185,0,DEFENDER,1
525,3,186,0,ATTACKER,1
526,4,186,0,DEFENDER,1
527,103,186,0,OBSERVER,1
528,5,186,0,ATTACKER,1
529,6,186,0,DEFENDER,1
530,3,187,0,ATTACKER,1
531,4,187,0,DEFENDER,1
532,103,187,0,OBSERVER,1
533,5,187,0,ATTACKER,1
534,6,187,0,DEFENDER,1
535,3,188,0,ATTACKER,1
536,4,188,0,DEFENDER,1
537,103,188,0,OBSERVER,1
538,5,188,0,ATTACKER,1
539,6,188,0,DEFENDER,1
540,3,189,0,ATTACKER,1
541,4,189,0,DEFENDER,1
542,103,189,0,OBSERVER,1
543,5,189,0,ATTACKER,1
544,6,189,0,DEFENDER,1
545,3,190,0,ATTACKER,1
546,4,190,0,DEFENDER,1
547,103,190,0,OBSERVER,1
548,5,190,0,ATTACKER,1
549,6,190,0,DEFENDER,1
550,3,191,0,ATTACKER,1
551,4,191,0,DEFENDER,1
552,103,191,0,OBSERVER,1
553,5,191,0,ATTACKER,1
554,6,191,0,DEFENDER,1
555,3,192,0,ATTACKER,1
556,4,192,0,DEFENDER,1
557,103,192,0,OBSERVER,1
558,5,192,0,ATTACKER,1
559,6,192,0,DEFENDER,1
560,3,193,0,ATTACKER,1
561,4,193,0,DEFENDER,1
562,103,193,0,OBSERVER,1
563,5,193,0,ATTACKER,1
564,6,193,0,DEFENDER,1
565,3,194,0,ATTACKER,1
566,4,194,0,DEFENDER,1
567,103,194,0,OBSERVER,1
568,5,194,0,ATTACKER,1
569,6,194,0,DEFENDER,1
570,3,195,0,ATTACKER,1
571,4,195,0,DEFENDER,1
572,103,195,0,OBSERVER,1
573,5,195,0,ATTACKER,1
574,6,195,0,DEFENDER,1
575,3,196,0,ATTACKER,1
576,4,196,0,DEFENDER,1
577,103,196,0,OBSERVER,1
578,5,196,0,ATTACKER,1
579,6,196,0,DEFENDER,1
580,3,197,0,ATTACKER,1
581,4,197,0,DEFENDER,1
582,103,197,0,OBSERVER,1
583,5,197,0,ATTACKER,1
584,6,197,0,DEFENDER,1
585,3,198,0,ATTACKER,1
586,3,199,0,ATTACKER,1
587,4,198,0,DEFENDER,1
588,3,200,0,ATTACKER,1
589,3,201,0,ATTACKER,1
590,4,199,0,DEFENDER,1
591,103,198,0,OBSERVER,1
592,4,200,0,DEFENDER,1
593,4,201,0,DEFENDER,1
594,103,199,0,OBSERVER,1
595,103,200,0,OBSERVER,1
596,103,201,0,OBSERVER,1
597,5,198,0,ATTACKER,1
598,5,199,0,ATTACKER,1
599,5,200,0,ATTACKER,1
600,5,201,0,ATTACKER,1
601,6,198,0,DEFENDER,1
602,6,199,4,DEFENDER,1
603,6,201,0,DEFENDER,1
604,6,200,3,DEFENDER,1
605,3,202,0,ATTACKER,1
606,4,202,0,DEFENDER,1
607,103,202,0,OBSERVER,1
608,5,202,0,ATTACKER,1
609,6,202,0,DEFENDER,1
610,3,203,0,ATTACKER,1
611,4,203,0,DEFENDER,1
612,3,204,0,ATTACKER,1
613,103,203,0,OBSERVER,1
614,4,204,0,DEFENDER,1
615,3,205,0,ATTACKER,1
616,3,206,0,ATTACKER,1
617,103,204,0,OBSERVER,1
618,4,205,0,DEFENDER,1
619,4,206,0,DEFENDER,1
620,103,205,0,OBSERVER,1
621,103,206,0,OBSERVER,1
622,5,203,0,ATTACKER,1
623,5,204,0,ATTACKER,1
624,5,205,0,ATTACKER,1
625,5,206,0,ATTACKER,1
626,6,203,0,DEFENDER,1
627,6,204,0,DEFENDER,1
628,6,205,0,DEFENDER,1
629,6,206,0,DEFENDER,1
630,3,207,0,ATTACKER,1
631,4,207,0,DEFENDER,1
632,103,207,0,OBSERVER,1
633,5,207,0,ATTACKER,1
634,6,207,0,DEFENDER,1
635,3,208,0,ATTACKER,1
636,4,208,0,DEFENDER,1
637,103,208,0,OBSERVER,1
638,5,208,0,ATTACKER,1
639,6,208,0,DEFENDER,1
640,3,209,0,ATTACKER,1
641,4,209,0,DEFENDER,1
642,103,209,0,OBSERVER,1
643,5,209,0,ATTACKER,1
644,6,209,0,DEFENDER,1
645,3,210,0,ATTACKER,1
646,4,210,0,DEFENDER,1
647,103,210,0,OBSERVER,1
648,5,210,0,ATTACKER,1
649,6,210,0,DEFENDER,1
650,3,211,0,ATTACKER,1
651,4,211,0,DEFENDER,1
652,103,211,0,OBSERVER,1
653,5,211,0,ATTACKER,1
654,6,211,0,DEFENDER,1
655,3,212,0,ATTACKER,1
656,4,212,0,DEFENDER,1
657,103,212,0,OBSERVER,1
658,5,212,0,ATTACKER,1
659,6,212,1,DEFENDER,1
660,3,213,0,ATTACKER,1
661,4,213,0,DEFENDER,1
662,103,213,0,OBSERVER,1
663,5,213,0,ATTACKER,1
664,6,213,0,DEFENDER,1
665,3,214,0,ATTACKER,1
666,4,214,0,DEFENDER,1
667,103,214,0,OBSERVER,1
668,5,214,0,ATTACKER,1
669,6,214,0,DEFENDER,1
670,3,215,0,ATTACKER,1
671,4,215,0,DEFENDER,1
672,103,215,0,OBSERVER,1
673,5,215,0,ATTACKER,1
674,6,215,0,DEFENDER,1
675,3,216,0,ATTACKER,1
676,4,216,0,DEFENDER,1
677,103,216,0,OBSERVER,1
678,5,216,0,ATTACKER,1
679,6,216,0,DEFENDER,1
680,3,217,0,ATTACKER,1
681,3,218,0,ATTACKER,1
682,3,219,0,ATTACKER,1
683,4,217,0,DEFENDER,1
684,4,218,0,DEFENDER,1
685,4,219,0,DEFENDER,1
686,103,217,0,OBSERVER,1
687,103,218,0,OBSERVER,1
688,103,219,0,OBSERVER,1
689,5,218,0,ATTACKER,1
690,5,217,0,ATTACKER,1
691,5,219,0,ATTACKER,1
692,6,218,0,DEFENDER,1
693,6,219,0,DEFENDER,1
694,6,217,0,DEFENDER,1
